样品类型,样品编号,测量天数,观测剩磁(mT),保留率R,动态阈值(mT),反推初值点估计(mT),反推初值下界(mT),反推初值上界(mT),区间相对宽度,反推初值裕度(mT),校准Z值,Bootstrap支持率,校准支持概率,三区域判定,高风险提示
普通钢筋,1,13,1.1389,0.467983,0.701975,2.433635,2.431669,2.435716,0.001663,0.933635,1.531937,0.9995,0.937231,灰区/证据不足,否
普通钢筋,1,14,1.0881,0.449898,0.674847,2.418549,2.415002,2.422237,0.002991,0.918549,1.507465,0.9995,0.934154,灰区/证据不足,否
普通钢筋,1,15,1.0375,0.427063,0.640595,2.429382,2.424963,2.433888,0.003674,0.929382,1.525032,0.9995,0.936374,灰区/证据不足,否
普通钢筋,1,22,0.641,0.291596,0.437394,2.198249,2.190251,2.206496,0.00739,0.698249,1.14894,0.9995,0.87471,灰区/证据不足,否
普通钢筋,1,30,0.3892,0.17249,0.258735,2.256359,2.248695,2.26402,0.006792,0.756359,1.243719,0.9995,0.893198,灰区/证据不足,否
普通钢筋,1,37,0.2693,0.123103,0.184655,2.187592,2.174273,2.201682,0.012529,0.687592,1.131486,0.9995,0.871075,灰区/证据不足,否
普通钢筋,1,44,0.1783,0.07988,0.11982,2.232106,2.217281,2.247529,0.013552,0.732106,1.204101,0.9995,0.885725,灰区/证据不足,否
普通钢筋,1,51,0.1172,0.048269,0.072403,2.428081,2.415212,2.44113,0.010674,0.928081,1.522831,0.9995,0.936099,灰区/证据不足,是
普通钢筋,1,58,0.0601,0.026721,0.040082,2.249161,2.244151,2.253899,0.004334,0.749161,1.232004,0.9995,0.891026,灰区/证据不足,是
普通钢筋,1,90,0.0057,0.002193,0.00329,2.598929,2.56815,2.629024,0.023423,1.098929,1.798643,0.9995,0.963962,灰区/证据不足,是
普通钢筋,2,1,3.4999,0.879701,1.319551,3.978512,3.96662,3.989957,0.005866,2.478512,3.96588,0.9995,0.999963,支持曾遭雷击,否
普通钢筋,2,2,3.2023,0.8242,1.236301,3.885341,3.873635,3.896622,0.005916,2.385341,3.823729,0.9995,0.999934,支持曾遭雷击,否
普通钢筋,2,3,2.9299,0.771639,1.157458,3.796984,3.785188,3.808203,0.006061,2.296984,3.688307,0.9995,0.999887,支持曾遭雷击,否
普通钢筋,2,4,2.8014,0.733709,1.100563,3.818137,3.807805,3.827857,0.005252,2.318137,3.720824,0.9995,0.999901,支持曾遭雷击,否
普通钢筋,2,5,2.6731,0.694005,1.041008,3.851701,3.842149,3.86066,0.004806,2.351701,3.772304,0.9995,0.999919,支持曾遭雷击,否
普通钢筋,2,6,2.5545,0.667011,1.000517,3.82977,3.822896,3.83631,0.003503,2.32977,3.738745,0.9995,0.999908,支持曾遭雷击,否
普通钢筋,2,7,2.4418,0.636707,0.955061,3.835044,3.830072,3.839753,0.002524,2.335044,3.746861,0.9995,0.99991,支持曾遭雷击,否
普通钢筋,2,8,2.338,0.616443,0.924665,3.792724,3.791169,3.79426,0.000815,2.292724,3.681936,0.9995,0.999884,支持曾遭雷击,否
普通钢筋,2,9,2.2301,0.584546,0.876819,3.815097,3.814033,3.816238,0.000578,2.315097,3.716294,0.9995,0.999899,支持曾遭雷击,否
普通钢筋,2,10,2.1238,0.545404,0.818106,3.893993,3.892624,3.89546,0.000728,2.393993,3.837143,0.9995,0.999938,支持曾遭雷击,否
普通钢筋,2,11,2.0202,0.503891,0.755837,4.009197,4.00652,4.011834,0.001325,2.509197,4.012745,0.9995,0.99997,支持曾遭雷击,否
普通钢筋,2,12,1.9245,0.468935,0.703402,4.10398,4.100258,4.107771,0.001831,2.60398,4.156437,0.9995,0.999984,支持曾遭雷击,否
普通钢筋,2,13,1.8451,0.467983,0.701975,3.942664,3.93948,3.946035,0.001663,2.442664,3.911447,0.9995,0.999954,支持曾遭雷击,否
普通钢筋,2,14,1.7628,0.449898,0.674847,3.918223,3.912476,3.924197,0.002991,2.418223,3.874117,0.9995,0.999946,支持曾遭雷击,否
普通钢筋,2,15,1.6808,0.427063,0.640595,3.935717,3.928557,3.943016,0.003674,2.435717,3.900792,0.9995,0.999952,支持曾遭雷击,否
普通钢筋,2,22,1.0385,0.291596,0.437394,3.561438,3.54848,3.574799,0.00739,2.061438,3.324404,0.9995,0.999557,支持曾遭雷击,否
普通钢筋,2,30,0.6305,0.17249,0.258735,3.655279,3.642862,3.667689,0.006792,2.155279,3.469856,0.9995,0.99974,支持曾遭雷击,否
普通钢筋,2,37,0.4364,0.123103,0.184655,3.544987,3.523404,3.56782,0.012529,2.044987,3.298432,0.9995,0.999514,支持曾遭雷击,否
普通钢筋,2,44,0.2889,0.07988,0.11982,3.616688,3.592666,3.641678,0.013552,2.116688,3.409555,0.9995,0.999675,支持曾遭雷击,否
普通钢筋,2,51,0.1899,0.048269,0.072403,3.934237,3.913385,3.95538,0.010674,2.434237,3.897956,0.9995,0.999951,灰区/证据不足,是
普通钢筋,2,58,0.0973,0.026721,0.040082,3.64132,3.633209,3.648991,0.004334,2.14132,3.448389,0.9995,0.999718,灰区/证据不足,是
普通钢筋,2,90,0.0093,0.002193,0.00329,4.240358,4.19014,4.28946,0.023423,2.740358,4.358096,0.9995,0.999993,灰区/证据不足,是
普通钢筋,3,1,1.8456,0.879701,1.319551,2.097986,2.091715,2.104022,0.005866,0.597986,0.98508,0.9995,0.837708,灰区/证据不足,否
普通钢筋,3,2,1.6887,0.8242,1.236301,2.048895,2.042722,2.054844,0.005916,0.548895,0.904693,0.9995,0.817186,灰区/证据不足,否
普通钢筋,3,3,1.545,0.771639,1.157458,2.002232,1.996012,2.008148,0.006061,0.502232,0.828194,0.9995,0.79622,灰区/证据不足,否
普通钢筋,3,4,1.4773,0.733709,1.100563,2.01347,2.008021,2.018595,0.005252,0.51347,0.846627,0.9995,0.801399,灰区/证据不足,否
普通钢筋,3,5,1.4096,0.694005,1.041008,2.031109,2.026072,2.035833,0.004806,0.531109,0.875549,0.9995,0.809362,灰区/证据不足,否
普通钢筋,3,6,1.3471,0.667011,1.000517,2.019606,2.015981,2.023055,0.003503,0.519606,0.856694,0.9995,0.804193,灰区/证据不足,否
普通钢筋,3,7,1.2877,0.636707,0.955061,2.022437,2.019815,2.02492,0.002524,0.522437,0.861338,0.9995,0.805474,灰区/证据不足,否
普通钢筋,3,8,1.2329,0.616443,0.924665,2.000021,1.999201,2.000831,0.000815,0.500021,0.824578,0.9995,0.795194,灰区/证据不足,否
普通钢筋,3,9,1.176,0.584546,0.876819,2.011818,2.011256,2.012419,0.000578,0.511818,0.843927,0.9995,0.800645,灰区/证据不足,否
普通钢筋,3,10,1.12,0.545404,0.818106,2.053523,2.052801,2.054296,0.000728,0.553523,0.912288,0.9995,0.819192,灰区/证据不足,否
普通钢筋,3,11,1.0653,0.503891,0.755837,2.114146,2.112734,2.115537,0.001325,0.614146,1.011535,0.9995,0.84412,灰区/证据不足,否
普通钢筋,3,12,1.0148,0.468935,0.703402,2.164053,2.16209,2.166051,0.001831,0.664053,1.093122,0.9995,0.86283,灰区/证据不足,否
普通钢筋,3,13,0.973,0.467983,0.701975,2.079135,2.077456,2.080913,0.001663,0.579135,0.954235,0.9995,0.830018,灰区/证据不足,否
普通钢筋,3,14,0.9296,0.449898,0.674847,2.066247,2.063216,2.069397,0.002991,0.566247,0.933128,0.9995,0.824623,灰区/证据不足,否
普通钢筋,3,15,0.8863,0.427063,0.640595,2.075337,2.071561,2.079185,0.003674,0.575337,0.948012,0.9995,0.828438,灰区/证据不足,否
普通钢筋,3,22,0.5476,0.291596,0.437394,1.877943,1.87111,1.884988,0.00739,0.377943,0.624025,0.9995,0.733694,灰区/证据不足,否
普通钢筋,3,30,0.3325,0.17249,0.258735,1.927645,1.921097,1.93419,0.006792,0.427645,0.705738,0.9995,0.759824,灰区/证据不足,否
普通钢筋,3,37,0.2301,0.123103,0.184655,1.86916,1.85778,1.8812,0.012529,0.36916,0.609555,0.9995,0.728922,灰区/证据不足,否
普通钢筋,3,44,0.1523,0.07988,0.11982,1.906617,1.893953,1.919791,0.013552,0.406617,0.671145,0.9995,0.748936,灰区/证据不足,否
普通钢筋,3,51,0.1001,0.048269,0.072403,2.073813,2.062822,2.084958,0.010674,0.573813,0.945476,0.9995,0.827792,灰区/证据不足,是
普通钢筋,3,58,0.0513,0.026721,0.040082,1.919833,1.915556,1.923877,0.004334,0.419833,0.692908,0.9995,0.755816,灰区/证据不足,是
普通钢筋,3,90,0.0049,0.002193,0.00329,2.234167,2.207708,2.260038,0.023423,0.734167,1.207252,0.9995,0.886332,灰区/证据不足,是
普通钢筋,4,1,4.9868,0.879701,1.319551,5.668746,5.651802,5.685054,0.005866,4.168746,6.416724,0.9995,1.0,支持曾遭雷击,否
普通钢筋,4,2,4.5627,0.8242,1.236301,5.535911,5.519231,5.551984,0.005916,4.035911,6.233518,0.9995,1.0,支持曾遭雷击,否
普通钢筋,4,3,4.1746,0.771639,1.157458,5.410045,5.393237,5.426029,0.006061,3.910045,6.058365,0.9995,1.0,支持曾遭雷击,否
普通钢筋,4,4,3.9914,0.733709,1.100563,5.440035,5.425313,5.453883,0.005252,3.940035,6.100367,0.9995,1.0,支持曾遭雷击,否
普通钢筋,4,5,3.8086,0.694005,1.041008,5.487856,5.474247,5.500621,0.004806,3.987856,6.167025,0.9995,1.0,支持曾遭雷击,否
普通钢筋,4,6,3.6397,0.667011,1.000517,5.456729,5.446934,5.466047,0.003503,3.956729,6.123875,0.9995,1.0,支持曾遭雷击,否
普通钢筋,4,7,3.4792,0.636707,0.955061,5.464364,5.45728,5.471075,0.002524,3.964364,6.134601,0.9995,1.0,支持曾遭雷击,否
普通钢筋,4,8,3.3312,0.616443,0.924665,5.403902,5.401686,5.406091,0.000815,3.903902,6.050317,0.9995,1.0,支持曾遭雷击,否
普通钢筋,4,9,3.1774,0.584546,0.876819,5.435671,5.434155,5.437297,0.000578,3.935671,6.094699,0.9995,1.0,支持曾遭雷击,否
普通钢筋,4,10,3.0261,0.545404,0.818106,5.548362,5.546412,5.550452,0.000728,4.048362,6.251334,0.9995,1.0,支持曾遭雷击,否
普通钢筋,4,11,2.8784,0.503891,0.755837,5.712342,5.708528,5.716099,0.001325,4.212342,6.477075,0.9995,1.0,支持曾遭雷击,否
普通钢筋,4,12,2.742,0.468935,0.703402,5.847292,5.841988,5.852693,0.001831,4.347292,6.660897,0.9995,1.0,支持曾遭雷击,否
普通钢筋,4,13,2.6289,0.467983,0.701975,5.617511,5.612974,5.622314,0.001663,4.117511,6.346813,0.9995,1.0,支持曾遭雷击,否
普通钢筋,4,14,2.5117,0.449898,0.674847,5.582823,5.574635,5.591336,0.002991,4.082823,6.298854,0.9995,1.0,支持曾遭雷击,否
普通钢筋,4,15,2.3948,0.427063,0.640595,5.6076,5.597399,5.618,0.003674,4.1076,6.332974,0.9995,1.0,支持曾遭雷击,否
普通钢筋,4,22,1.4797,0.291596,0.437394,5.074492,5.056028,5.09353,0.00739,3.574492,5.583988,0.9995,1.0,支持曾遭雷击,否
普通钢筋,4,30,0.8983,0.17249,0.258735,5.20783,5.19014,5.225512,0.006792,3.70783,5.773712,0.9995,1.0,支持曾遭雷击,否
普通钢筋,4,37,0.6217,0.123103,0.184655,5.050226,5.019478,5.082754,0.012529,3.550226,5.547979,0.9995,1.0,支持曾遭雷击,否
普通钢筋,4,44,0.4116,0.07988,0.11982,5.152747,5.118523,5.188351,0.013552,3.652747,5.693749,0.9995,1.0,支持曾遭雷击,否
普通钢筋,4,51,0.2706,0.048269,0.072403,5.606132,5.576419,5.63626,0.010674,4.106132,6.329181,0.9995,1.0,灰区/证据不足,是
普通钢筋,4,58,0.1387,0.026721,0.040082,5.190659,5.179096,5.201593,0.004334,3.690659,5.749777,0.9995,1.0,灰区/证据不足,是
普通钢筋,4,90,0.0132,0.002193,0.00329,6.018573,5.947295,6.088265,0.023423,4.518573,6.880468,0.9995,1.0,灰区/证据不足,是
普通钢筋,5,1,2.6512,0.879701,1.319551,3.013752,3.004744,3.022422,0.005866,1.513752,2.463605,0.9995,0.993123,支持曾遭雷击,否
普通钢筋,5,2,2.4258,0.8242,1.236301,2.943216,2.934348,2.951762,0.005916,1.443216,2.351337,0.9995,0.990647,支持曾遭雷击,否
普通钢筋,5,3,2.2194,0.771639,1.157458,2.876217,2.867281,2.884715,0.006061,1.376217,2.244423,0.9995,0.987597,支持曾遭雷击,否
普通钢筋,5,4,2.1221,0.733709,1.100563,2.892293,2.884466,2.899656,0.005252,1.392293,2.270116,0.9995,0.9884,支持曾遭雷击,否
普通钢筋,5,5,2.0249,0.694005,1.041008,2.917702,2.910467,2.924488,0.004806,1.417702,2.310678,0.9995,0.989575,支持曾遭雷击,否
普通钢筋,5,6,1.9351,0.667011,1.000517,2.90115,2.895943,2.906104,0.003503,1.40115,2.284285,0.9995,0.988823,支持曾遭雷击,否
普通钢筋,5,7,1.8497,0.636707,0.955061,2.905103,2.901337,2.908671,0.002524,1.405103,2.290605,0.9995,0.989007,支持曾遭雷击,否
普通钢筋,5,8,1.7711,0.616443,0.924665,2.873094,2.871916,2.874258,0.000815,1.373094,2.239496,0.9995,0.987438,支持曾遭雷击,否
普通钢筋,5,9,1.6893,0.584546,0.876819,2.889935,2.889129,2.890799,0.000578,1.389935,2.2664,0.9995,0.988287,支持曾遭雷击,否
普通钢筋,5,10,1.6088,0.545404,0.818106,2.949739,2.948702,2.95085,0.000728,1.449739,2.3618,0.9995,0.990907,支持曾遭雷击,否
普通钢筋,5,11,1.5303,0.503891,0.755837,3.036964,3.034936,3.038961,0.001325,1.536964,2.500557,0.9995,0.9938,支持曾遭雷击,否
普通钢筋,5,12,1.4578,0.468935,0.703402,3.108746,3.105927,3.111618,0.001831,1.608746,2.614397,0.9995,0.995531,支持曾遭雷击,否
普通钢筋,5,13,1.3977,0.467983,0.701975,2.986646,2.984234,2.9892,0.001663,1.486646,2.420565,0.9995,0.992252,支持曾遭雷击,否
普通钢筋,5,14,1.3354,0.449898,0.674847,2.968229,2.963876,2.972755,0.002991,1.468229,2.391237,0.9995,0.991604,支持曾遭雷击,否
普通钢筋,5,15,1.2732,0.427063,0.640595,2.981291,2.975868,2.98682,0.003674,1.481291,2.412021,0.9995,0.992068,支持曾遭雷击,否
普通钢筋,5,22,0.7867,0.291596,0.437394,2.697914,2.688097,2.708035,0.00739,1.197914,1.95862,0.9995,0.974921,灰区/证据不足,否
普通钢筋,5,30,0.4776,0.17249,0.258735,2.768852,2.759446,2.778253,0.006792,1.268852,2.072538,0.9995,0.980892,支持曾遭雷击,否
普通钢筋,5,37,0.3305,0.123103,0.184655,2.684735,2.668389,2.702027,0.012529,1.184735,1.937285,0.9995,0.973645,灰区/证据不足,否
普通钢筋,5,44,0.2188,0.07988,0.11982,2.739118,2.720926,2.758045,0.013552,1.239118,2.024626,0.9995,0.978547,支持曾遭雷击,否
普通钢筋,5,51,0.1439,0.048269,0.072403,2.981236,2.965435,2.997257,0.010674,1.481236,2.41172,0.9995,0.992061,灰区/证据不足,是
普通钢筋,5,58,0.0737,0.026721,0.040082,2.758122,2.751978,2.763932,0.004334,1.258122,2.055371,0.9995,0.980078,灰区/证据不足,是
普通钢筋,5,90,0.007,0.002193,0.00329,3.191667,3.153869,3.228626,0.023423,1.691667,2.744076,0.9995,0.996966,灰区/证据不足,是
普通钢筋,6,1,4.1007,0.879701,1.319551,4.661471,4.647538,4.674882,0.005866,3.161471,4.986454,0.9995,1.0,支持曾遭雷击,否
普通钢筋,6,2,3.752,0.8242,1.236301,4.552291,4.538575,4.565508,0.005916,3.052291,4.825923,0.9995,0.999999,支持曾遭雷击,否
普通钢筋,6,3,3.4329,0.771639,1.157458,4.448844,4.435022,4.461988,0.006061,2.948844,4.672875,0.9995,0.999999,支持曾遭雷击,否
普通钢筋,6,4,3.2823,0.733709,1.100563,4.473575,4.461469,4.484963,0.005252,2.973575,4.709618,0.9995,0.999999,支持曾遭雷击,否
普通钢筋,6,5,3.1319,0.694005,1.041008,4.512791,4.5016,4.523288,0.004806,3.012791,4.767701,0.9995,0.999999,支持曾遭雷击,否
普通钢筋,6,6,2.993,0.667011,1.000517,4.48718,4.479126,4.494843,0.003503,2.98718,4.729901,0.9995,0.999999,支持曾遭雷击,否
普通钢筋,6,7,2.861,0.636707,0.955061,4.493431,4.487606,4.498949,0.002524,2.993431,4.739205,0.9995,0.999999,支持曾遭雷击,否
普通钢筋,6,8,2.7393,0.616443,0.924665,4.443717,4.441894,4.445517,0.000815,2.943717,4.665559,0.9995,0.999998,支持曾遭雷击,否
普通钢筋,6,9,2.6129,0.584546,0.876819,4.469965,4.468718,4.471301,0.000578,2.969965,4.704497,0.9995,0.999999,支持曾遭雷击,否
普通钢筋,6,10,2.4884,0.545404,0.818106,4.562488,4.560884,4.564207,0.000728,3.062488,4.841273,0.9995,0.999999,支持曾遭雷击,否
普通钢筋,6,11,2.367,0.503891,0.755837,4.697441,4.694304,4.70053,0.001325,3.197441,5.039442,0.9995,1.0,支持曾遭雷击,否
普通钢筋,6,12,2.2548,0.468935,0.703402,4.808342,4.803981,4.812783,0.001831,3.308342,5.201095,0.9995,1.0,支持曾遭雷击,否
普通钢筋,6,13,2.1618,0.467983,0.701975,4.619398,4.615667,4.623347,0.001663,3.119398,4.925018,0.9995,1.0,支持曾遭雷击,否
普通钢筋,6,14,2.0654,0.449898,0.674847,4.59082,4.584087,4.59782,0.002991,3.09082,4.882934,0.9995,0.999999,支持曾遭雷击,否
普通钢筋,6,15,1.9693,0.427063,0.640595,4.611261,4.602872,4.619812,0.003674,3.111261,4.91296,0.9995,1.0,支持曾遭雷击,否
普通钢筋,6,22,1.2168,0.291596,0.437394,4.172901,4.157718,4.188556,0.00739,2.672901,4.260149,0.9995,0.99999,支持曾遭雷击,否
普通钢筋,6,30,0.7387,0.17249,0.258735,4.28256,4.268013,4.297101,0.006792,2.78256,4.424902,0.9995,0.999995,支持曾遭雷击,否
普通钢筋,6,37,0.5113,0.123103,0.184655,4.153419,4.128131,4.180171,0.012529,2.653419,4.230076,0.9995,0.999988,支持曾遭雷击,否
普通钢筋,6,44,0.3385,0.07988,0.11982,4.237622,4.209476,4.266902,0.013552,2.737622,4.356541,0.9995,0.999993,支持曾遭雷击,否
普通钢筋,6,51,0.2225,0.048269,0.072403,4.609624,4.585193,4.634397,0.010674,3.109624,4.909582,0.9995,1.0,灰区/证据不足,是
普通钢筋,6,58,0.114,0.026721,0.040082,4.266295,4.256791,4.275282,0.004334,2.766295,4.400746,0.9995,0.999995,灰区/证据不足,是
普通钢筋,6,90,0.0108,0.002193,0.00329,4.924287,4.865969,4.981308,0.023423,3.424287,5.362762,0.9995,1.0,灰区/证据不足,是
普通钢筋,7,1,2.8413,0.879701,1.319551,3.229848,3.220194,3.23914,0.005866,1.729848,2.805632,0.9995,0.997489,支持曾遭雷击,否
普通钢筋,7,2,2.5996,0.8242,1.236301,3.154087,3.144584,3.163245,0.005916,1.654087,2.686057,0.9995,0.996385,支持曾遭雷击,否
普通钢筋,7,3,2.3785,0.771639,1.157458,3.082401,3.072825,3.091508,0.006061,1.582401,2.572576,0.9995,0.994953,支持曾遭雷击,否
普通钢筋,7,4,2.2742,0.733709,1.100563,3.099596,3.091208,3.107487,0.005252,1.599596,2.599845,0.9995,0.995337,支持曾遭雷击,否
普通钢筋,7,5,2.17,0.694005,1.041008,3.126778,3.119024,3.134051,0.004806,1.626778,2.642895,0.9995,0.99589,支持曾遭雷击,否
普通钢筋,7,6,2.0738,0.667011,1.000517,3.109093,3.103512,3.114402,0.003503,1.609093,2.614923,0.9995,0.995538,支持曾遭雷击,否
普通钢筋,7,7,1.9823,0.636707,0.955061,3.113362,3.109326,3.117185,0.002524,1.613362,2.621698,0.9995,0.995625,支持曾遭雷击,否
普通钢筋,7,8,1.898,0.616443,0.924665,3.078952,3.07769,3.080199,0.000815,1.578952,2.567189,0.9995,0.994874,支持曾遭雷击,否
普通钢筋,7,9,1.8104,0.584546,0.876819,3.097104,3.09624,3.09803,0.000578,1.597104,2.595961,0.9995,0.995284,支持曾遭雷击,否
普通钢筋,7,10,1.7241,0.545404,0.818106,3.161142,3.160031,3.162333,0.000728,1.661142,2.697295,0.9995,0.996505,支持曾遭雷击,否
普通钢筋,7,11,1.64,0.503891,0.755837,3.25467,3.252496,3.25681,0.001325,1.75467,2.844821,0.9995,0.997778,支持曾遭雷击,否
普通钢筋,7,12,1.5623,0.468935,0.703402,3.331592,3.32857,3.334669,0.001831,1.831592,2.965722,0.9995,0.99849,支持曾遭雷击,否
普通钢筋,7,13,1.4978,0.467983,0.701975,3.200543,3.197958,3.203279,0.001663,1.700543,2.759509,0.9995,0.997106,支持曾遭雷击,否
普通钢筋,7,14,1.4311,0.449898,0.674847,3.180944,3.176279,3.185795,0.002991,1.680944,2.728557,0.9995,0.996819,支持曾遭雷击,否
普通钢筋,7,15,1.3645,0.427063,0.640595,3.195077,3.189265,3.201002,0.003674,1.695077,2.750856,0.9995,0.997028,支持曾遭雷击,否
普通钢筋,7,22,0.8431,0.291596,0.437394,2.891332,2.880812,2.902179,0.00739,1.391332,2.268538,0.9995,0.988352,支持曾遭雷击,否
普通钢筋,7,30,0.5118,0.17249,0.258735,2.967124,2.957045,2.977198,0.006792,1.467124,2.3894,0.9995,0.991562,支持曾遭雷击,否
普通钢筋,7,37,0.3542,0.123103,0.184655,2.877256,2.859738,2.895788,0.012529,1.377256,2.245866,0.9995,0.987644,支持曾遭雷击,否
普通钢筋,7,44,0.2345,0.07988,0.11982,2.935664,2.916166,2.955948,0.013552,1.435664,2.339013,0.9995,0.990333,支持曾遭雷击,否
普通钢筋,7,51,0.1542,0.048269,0.072403,3.194625,3.177693,3.211793,0.010674,1.694625,2.749866,0.9995,0.997019,灰区/证据不足,是
普通钢筋,7,58,0.079,0.026721,0.040082,2.956468,2.949882,2.962695,0.004334,1.456468,2.372487,0.9995,0.991166,灰区/证据不足,是
普通钢筋,7,90,0.0075,0.002193,0.00329,3.419644,3.379145,3.459242,0.023423,1.919644,3.101798,0.9995,0.999038,灰区/证据不足,是
普通钢筋,8,1,3.5893,0.879701,1.319551,4.080137,4.067942,4.091875,0.005866,2.580137,4.120156,0.9995,0.999981,支持曾遭雷击,否
普通钢筋,8,2,3.284,0.8242,1.236301,3.984468,3.972463,3.996037,0.005916,2.484468,3.974942,0.9995,0.999965,支持曾遭雷击,否
普通钢筋,8,3,3.0047,0.771639,1.157458,3.893921,3.881823,3.905426,0.006061,2.393921,3.836843,0.9995,0.999938,支持曾遭雷击,否
普通钢筋,8,4,2.8729,0.733709,1.100563,3.915588,3.904991,3.925555,0.005252,2.415588,3.869992,0.9995,0.999946,支持曾遭雷击,否
普通钢筋,8,5,2.7413,0.694005,1.041008,3.949971,3.940176,3.959158,0.004806,2.449971,3.922474,0.9995,0.999956,支持曾遭雷击,否
普通钢筋,8,6,2.6197,0.667011,1.000517,3.92752,3.92047,3.934226,0.003503,2.42752,3.88829,0.9995,0.99995,支持曾遭雷击,否
普通钢筋,8,7,2.5042,0.636707,0.955061,3.933048,3.927949,3.937878,0.002524,2.433048,3.896759,0.9995,0.999951,支持曾遭雷击,否
普通钢筋,8,8,2.3977,0.616443,0.924665,3.88957,3.887975,3.891146,0.000815,2.38957,3.83038,0.9995,0.999936,支持曾遭雷击,否
普通钢筋,8,9,2.287,0.584546,0.876819,3.912438,3.911347,3.913608,0.000578,2.412438,3.865329,0.9995,0.999945,支持曾遭雷击,否
普通钢筋,8,10,2.1781,0.545404,0.818106,3.993552,3.992148,3.995056,0.000728,2.493552,3.988964,0.9995,0.999967,支持曾遭雷击,否
普通钢筋,8,11,2.0718,0.503891,0.755837,4.1116,4.108855,4.114305,0.001325,2.6116,4.167968,0.9995,0.999985,支持曾遭雷击,否
普通钢筋,8,12,1.9736,0.468935,0.703402,4.208686,4.204868,4.212573,0.001831,2.708686,4.314347,0.9995,0.999992,支持曾遭雷击,否
普通钢筋,8,13,1.8922,0.467983,0.701975,4.043308,4.040043,4.046765,0.001663,2.543308,4.064537,0.9995,0.999976,支持曾遭雷击,否
普通钢筋,8,14,1.8078,0.449898,0.674847,4.018246,4.012352,4.024373,0.002991,2.518246,4.026452,0.9995,0.999972,支持曾遭雷击,否
普通钢筋,8,15,1.7237,0.427063,0.640595,4.03617,4.028828,4.043655,0.003674,2.53617,4.053642,0.9995,0.999975,支持曾遭雷击,否
普通钢筋,8,22,1.065,0.291596,0.437394,3.652318,3.639028,3.666019,0.00739,2.152318,3.465256,0.9995,0.999735,支持曾遭雷击,否
普通钢筋,8,30,0.6466,0.17249,0.258735,3.748617,3.735884,3.761345,0.006792,2.248617,3.613876,0.9995,0.999849,支持曾遭雷击,否
普通钢筋,8,37,0.4475,0.123103,0.184655,3.635155,3.613023,3.658569,0.012529,2.135155,3.438254,0.9995,0.999707,支持曾遭雷击,否
普通钢筋,8,44,0.2962,0.07988,0.11982,3.708075,3.683447,3.733697,0.013552,2.208075,3.550777,0.9995,0.999808,支持曾遭雷击,否
普通钢筋,8,51,0.1948,0.048269,0.072403,4.035752,4.014362,4.057441,0.010674,2.535752,4.052376,0.9995,0.999975,灰区/证据不足,是
普通钢筋,8,58,0.0998,0.026721,0.040082,3.734879,3.726559,3.742747,0.004334,2.234879,3.592856,0.9995,0.999836,灰区/证据不足,是
普通钢筋,8,90,0.0095,0.002193,0.00329,4.331549,4.28025,4.381706,0.023423,2.831549,4.494385,0.9995,0.999997,灰区/证据不足,是
普通钢筋,9,1,3.685,0.879701,1.319551,4.188924,4.176404,4.200975,0.005866,2.688924,4.284394,0.9995,0.999991,支持曾遭雷击,否
普通钢筋,9,2,3.3716,0.8242,1.236301,4.090752,4.078427,4.10263,0.005916,2.590752,4.136222,0.9995,0.999982,支持曾遭雷击,否
普通钢筋,9,3,3.0848,0.771639,1.157458,3.997726,3.985306,4.009538,0.006061,2.497726,3.995104,0.9995,0.999968,支持曾遭雷击,否
普通钢筋,9,4,2.9495,0.733709,1.100563,4.019989,4.00911,4.030222,0.005252,2.519989,4.028989,0.9995,0.999972,支持曾遭雷击,否
普通钢筋,9,5,2.8144,0.694005,1.041008,4.055301,4.045245,4.064734,0.004806,2.555301,4.082602,0.9995,0.999978,支持曾遭雷击,否
普通钢筋,9,6,2.6896,0.667011,1.000517,4.032315,4.025077,4.039201,0.003503,2.532315,4.047797,0.9995,0.999974,支持曾遭雷击,否
普通钢筋,9,7,2.5709,0.636707,0.955061,4.037806,4.032571,4.042764,0.002524,2.537806,4.056165,0.9995,0.999975,支持曾遭雷击,否
普通钢筋,9,8,2.4616,0.616443,0.924665,3.993229,3.991592,3.994847,0.000815,2.493229,3.988472,0.9995,0.999967,支持曾遭雷击,否
普通钢筋,9,9,2.3479,0.584546,0.876819,4.016621,4.015501,4.017822,0.000578,2.516621,4.024035,0.9995,0.999971,支持曾遭雷击,否
普通钢筋,9,10,2.2361,0.545404,0.818106,4.099895,4.098454,4.10144,0.000728,2.599895,4.150275,0.9995,0.999983,支持曾遭雷击,否
普通钢筋,9,11,2.127,0.503891,0.755837,4.221148,4.218329,4.223924,0.001325,2.721148,4.333093,0.9995,0.999993,支持曾遭雷击,否
普通钢筋,9,12,2.0262,0.468935,0.703402,4.320855,4.316935,4.324846,0.001831,2.820855,4.482524,0.9995,0.999996,支持曾遭雷击,否
普通钢筋,9,13,1.9426,0.467983,0.701975,4.151005,4.147652,4.154554,0.001663,2.651005,4.227468,0.9995,0.999988,支持曾遭雷击,否
普通钢筋,9,14,1.856,0.449898,0.674847,4.125381,4.11933,4.131671,0.002991,2.625381,4.188747,0.9995,0.999986,支持曾遭雷击,否
普通钢筋,9,15,1.7697,0.427063,0.640595,4.143882,4.136344,4.151567,0.003674,2.643882,4.216653,0.9995,0.999988,支持曾遭雷击,否
