样品类型,样品编号,测量天数,观测剩磁(mT),保留率R,动态阈值(mT),反推初值点估计(mT),反推初值下界(mT),反推初值上界(mT),区间相对宽度,三区域判定,辅助概率,高风险提示
锈蚀钢筋,2,1,4.2406,0.871267,1.306901,4.867163,4.847016,4.884955,0.007795,支持曾遭雷击,1.0,否
锈蚀钢筋,2,2,3.7196,0.792209,1.188313,4.695228,4.676177,4.712224,0.007677,支持曾遭雷击,1.0,否
锈蚀钢筋,2,3,3.2626,0.719798,1.079698,4.532657,4.514589,4.548869,0.007563,支持曾遭雷击,1.0,否
锈蚀钢筋,2,4,3.0559,0.664218,0.996327,4.600747,4.583996,4.615636,0.006877,支持曾遭雷击,1.0,否
锈蚀钢筋,2,5,2.8537,0.609734,0.914601,4.68024,4.664856,4.693969,0.00622,支持曾遭雷击,1.0,否
锈蚀钢筋,2,6,2.6709,0.568723,0.853085,4.696309,4.684103,4.706846,0.004843,支持曾遭雷击,1.0,否
锈蚀钢筋,2,7,2.5007,0.526863,0.790295,4.746394,4.736362,4.754883,0.003902,支持曾遭雷击,1.0,否
锈蚀钢筋,2,8,2.3471,0.495041,0.742562,4.741219,4.733662,4.747299,0.002876,支持曾遭雷击,1.0,否
锈蚀钢筋,2,9,2.1906,0.455572,0.683358,4.808458,4.803042,4.813087,0.002089,支持曾遭雷击,1.0,否
锈蚀钢筋,2,10,2.0399,0.412522,0.618783,4.944946,4.940545,4.948513,0.001611,支持曾遭雷击,1.0,否
锈蚀钢筋,2,11,1.8961,0.369876,0.554814,5.126314,5.121176,5.130919,0.001901,支持曾遭雷击,1.0,否
锈蚀钢筋,2,12,1.7663,0.334058,0.501087,5.287404,5.28166,5.292815,0.00211,支持曾遭雷击,1.0,否
锈蚀钢筋,2,13,1.6611,0.323541,0.485312,5.134119,5.129862,5.138521,0.001686,支持曾遭雷击,1.0,否
锈蚀钢筋,2,14,1.5541,0.301859,0.452788,5.148434,5.140903,5.156401,0.00301,支持曾遭雷击,1.0,否
锈蚀钢筋,2,15,1.4497,0.278082,0.417123,5.213216,5.203301,5.222994,0.003777,支持曾遭雷击,1.0,否
锈蚀钢筋,2,22,0.7136,0.153955,0.230932,4.635128,4.616129,4.65634,0.008675,支持曾遭雷击,1.0,否
锈蚀钢筋,2,30,0.343,0.071664,0.107495,4.786249,4.765533,4.809812,0.009251,支持曾遭雷击,1.0,否
锈蚀钢筋,2,37,0.2001,0.04147,0.062205,4.825151,4.788105,4.867554,0.016466,灰区/证据不足,1.0,是
锈蚀钢筋,2,44,0.1093,0.021819,0.032728,5.0094,4.96602,5.060285,0.018818,灰区/证据不足,1.0,是
锈蚀钢筋,2,51,0.0591,0.01069,0.016036,5.52832,5.480625,5.588949,0.019594,灰区/证据不足,1.0,是
锈蚀钢筋,2,58,0.022,0.004799,0.007198,4.584659,4.540356,4.639519,0.021629,灰区/证据不足,1.0,是
锈蚀钢筋,2,90,0.0007,0.000151,0.000227,4.635188,4.518165,4.756429,0.051403,灰区/证据不足,1.0,是
锈蚀钢筋,3,1,4.722,0.871267,1.306901,5.419692,5.397258,5.439503,0.007795,支持曾遭雷击,1.0,否
锈蚀钢筋,3,2,4.1419,0.792209,1.188313,5.228295,5.207081,5.24722,0.007677,支持曾遭雷击,1.0,否
锈蚀钢筋,3,3,3.6331,0.719798,1.079698,5.047385,5.027264,5.065437,0.007563,支持曾遭雷击,1.0,否
锈蚀钢筋,3,4,3.4028,0.664218,0.996327,5.123015,5.104363,5.139594,0.006877,支持曾遭雷击,1.0,否
锈蚀钢筋,3,5,3.1777,0.609734,0.914601,5.21162,5.194489,5.226907,0.00622,支持曾遭雷击,1.0,否
锈蚀钢筋,3,6,2.9741,0.568723,0.853085,5.229433,5.215842,5.241166,0.004843,支持曾遭雷击,1.0,否
锈蚀钢筋,3,7,2.7847,0.526863,0.790295,5.285434,5.274262,5.294887,0.003902,支持曾遭雷击,1.0,否
锈蚀钢筋,3,8,2.6136,0.495041,0.742562,5.279558,5.271143,5.286328,0.002876,支持曾遭雷击,1.0,否
锈蚀钢筋,3,9,2.4393,0.455572,0.683358,5.354365,5.348334,5.359519,0.002089,支持曾遭雷击,1.0,否
锈蚀钢筋,3,10,2.2715,0.412522,0.618783,5.506371,5.501469,5.510342,0.001611,支持曾遭雷击,1.0,否
锈蚀钢筋,3,11,2.1114,0.369876,0.554814,5.708401,5.70268,5.713529,0.001901,支持曾遭雷击,1.0,否
锈蚀钢筋,3,12,1.9669,0.334058,0.501087,5.887898,5.881502,5.893924,0.00211,支持曾遭雷击,1.0,否
锈蚀钢筋,3,13,1.8497,0.323541,0.485312,5.717043,5.712303,5.721945,0.001686,支持曾遭雷击,1.0,否
锈蚀钢筋,3,14,1.7306,0.301859,0.452788,5.733144,5.724759,5.742016,0.00301,支持曾遭雷击,1.0,否
锈蚀钢筋,3,15,1.6142,0.278082,0.417123,5.804769,5.793729,5.815656,0.003777,支持曾遭雷击,1.0,否
锈蚀钢筋,3,22,0.7946,0.153955,0.230932,5.161256,5.140101,5.184876,0.008675,支持曾遭雷击,1.0,否
锈蚀钢筋,3,30,0.3819,0.071664,0.107495,5.329063,5.305997,5.355298,0.009251,支持曾遭雷击,1.0,否
锈蚀钢筋,3,37,0.2229,0.04147,0.062205,5.374943,5.333676,5.422177,0.016466,灰区/证据不足,1.0,是
锈蚀钢筋,3,44,0.1217,0.021819,0.032728,5.577712,5.529411,5.634371,0.018818,灰区/证据不足,1.0,是
锈蚀钢筋,3,51,0.0658,0.01069,0.016036,6.15505,6.101948,6.222552,0.019594,灰区/证据不足,1.0,是
锈蚀钢筋,3,58,0.0245,0.004799,0.007198,5.105642,5.056306,5.166737,0.021629,灰区/证据不足,1.0,是
锈蚀钢筋,3,90,0.0008,0.000151,0.000227,5.297357,5.163618,5.435919,0.051403,灰区/证据不足,1.0,是
锈蚀钢筋,4,1,4.5911,0.871267,1.306901,5.269451,5.247639,5.288713,0.007795,支持曾遭雷击,1.0,否
锈蚀钢筋,4,2,4.0271,0.792209,1.188313,5.083384,5.062757,5.101784,0.007677,支持曾遭雷击,1.0,否
锈蚀钢筋,4,3,3.5324,0.719798,1.079698,4.907485,4.887922,4.925036,0.007563,支持曾遭雷击,1.0,否
锈蚀钢筋,4,4,3.3085,0.664218,0.996327,4.981044,4.962908,4.997163,0.006877,支持曾遭雷击,1.0,否
锈蚀钢筋,4,5,3.0896,0.609734,0.914601,5.06713,5.050475,5.081994,0.00622,支持曾遭雷击,1.0,否
锈蚀钢筋,4,6,2.8917,0.568723,0.853085,5.084547,5.071332,5.095955,0.004843,支持曾遭雷击,1.0,否
锈蚀钢筋,4,7,2.7075,0.526863,0.790295,5.138906,5.128044,5.148097,0.003902,支持曾遭雷击,1.0,否
锈蚀钢筋,4,8,2.5412,0.495041,0.742562,5.133308,5.125126,5.13989,0.002876,支持曾遭雷击,1.0,否
锈蚀钢筋,4,9,2.3717,0.455572,0.683358,5.20598,5.200116,5.210992,0.002089,支持曾遭雷击,1.0,否
锈蚀钢筋,4,10,2.2085,0.412522,0.618783,5.353652,5.348886,5.357513,0.001611,支持曾遭雷击,1.0,否
锈蚀钢筋,4,11,2.0528,0.369876,0.554814,5.54997,5.544407,5.554955,0.001901,支持曾遭雷击,1.0,否
锈蚀钢筋,4,12,1.9124,0.334058,0.501087,5.724753,5.718534,5.730612,0.00211,支持曾遭雷击,1.0,否
锈蚀钢筋,4,13,1.7984,0.323541,0.485312,5.558486,5.553877,5.563251,0.001686,支持曾遭雷击,1.0,否
锈蚀钢筋,4,14,1.6826,0.301859,0.452788,5.57413,5.565976,5.582755,0.00301,支持曾遭雷击,1.0,否
锈蚀钢筋,4,15,1.5695,0.278082,0.417123,5.644025,5.63329,5.654611,0.003777,支持曾遭雷击,1.0,否
锈蚀钢筋,4,22,0.7726,0.153955,0.230932,5.018357,4.997788,5.041323,0.008675,支持曾遭雷击,1.0,否
锈蚀钢筋,4,30,0.3713,0.071664,0.107495,5.18115,5.158724,5.206656,0.009251,支持曾遭雷击,1.0,否
锈蚀钢筋,4,37,0.2167,0.04147,0.062205,5.225438,5.185319,5.271359,0.016466,灰区/证据不足,1.0,是
锈蚀钢筋,4,44,0.1183,0.021819,0.032728,5.421885,5.374933,5.47696,0.018818,灰区/证据不足,1.0,是
锈蚀钢筋,4,51,0.064,0.01069,0.016036,5.986675,5.935025,6.052331,0.019594,灰区/证据不足,1.0,是
锈蚀钢筋,4,58,0.0238,0.004799,0.007198,4.959767,4.91184,5.019116,0.021629,灰区/证据不足,1.0,是
锈蚀钢筋,4,90,0.0007,0.000151,0.000227,4.635188,4.518165,4.756429,0.051403,灰区/证据不足,1.0,是
锈蚀钢筋,5,1,3.7214,0.871267,1.306901,4.27125,4.253569,4.286863,0.007795,支持曾遭雷击,1.0,否
锈蚀钢筋,5,2,3.2643,0.792209,1.188313,4.120506,4.103787,4.135421,0.007677,支持曾遭雷击,1.0,否
锈蚀钢筋,5,3,2.8632,0.719798,1.079698,3.97778,3.961923,3.992006,0.007563,支持曾遭雷击,1.0,否
锈蚀钢筋,5,4,2.6818,0.664218,0.996327,4.037528,4.022828,4.050594,0.006877,支持曾遭雷击,1.0,否
锈蚀钢筋,5,5,2.5043,0.609734,0.914601,4.107203,4.093703,4.119251,0.00622,支持曾遭雷击,1.0,否
锈蚀钢筋,5,6,2.3439,0.568723,0.853085,4.121337,4.110625,4.130584,0.004843,支持曾遭雷击,1.0,否
锈蚀钢筋,5,7,2.1946,0.526863,0.790295,4.165408,4.156604,4.172858,0.003902,支持曾遭雷击,1.0,否
锈蚀钢筋,5,8,2.0598,0.495041,0.742562,4.160864,4.154232,4.166199,0.002876,支持曾遭雷击,1.0,否
锈蚀钢筋,5,9,1.9224,0.455572,0.683358,4.219748,4.214995,4.22381,0.002089,支持曾遭雷击,1.0,否
锈蚀钢筋,5,10,1.7902,0.412522,0.618783,4.339646,4.335783,4.342776,0.001611,支持曾遭雷击,1.0,否
锈蚀钢筋,5,11,1.664,0.369876,0.554814,4.498806,4.494298,4.502848,0.001901,支持曾遭雷击,1.0,否
锈蚀钢筋,5,12,1.5501,0.334058,0.501087,4.640211,4.63517,4.64496,0.00211,支持曾遭雷击,1.0,否
锈蚀钢筋,5,13,1.4577,0.323541,0.485312,4.505452,4.501716,4.509314,0.001686,支持曾遭雷击,1.0,否
锈蚀钢筋,5,14,1.3639,0.301859,0.452788,4.518338,4.511729,4.52533,0.00301,支持曾遭雷击,1.0,否
锈蚀钢筋,5,15,1.2722,0.278082,0.417123,4.574915,4.566213,4.583495,0.003777,支持曾遭雷击,1.0,否
锈蚀钢筋,5,22,0.6262,0.153955,0.230932,4.067429,4.050757,4.086042,0.008675,支持曾遭雷击,1.0,否
锈蚀钢筋,5,30,0.301,0.071664,0.107495,4.200178,4.181998,4.220855,0.009251,支持曾遭雷击,1.0,否
锈蚀钢筋,5,37,0.1756,0.04147,0.062205,4.234365,4.201855,4.271576,0.016466,灰区/证据不足,1.0,是
锈蚀钢筋,5,44,0.0959,0.021819,0.032728,4.395256,4.357194,4.439903,0.018818,灰区/证据不足,1.0,是
锈蚀钢筋,5,51,0.0518,0.01069,0.016036,4.845465,4.803661,4.898605,0.019594,灰区/证据不足,1.0,是
锈蚀钢筋,5,58,0.0193,0.004799,0.007198,4.021996,3.983131,4.070124,0.021629,灰区/证据不足,1.0,是
锈蚀钢筋,5,90,0.0006,0.000151,0.000227,3.973018,3.872713,4.076939,0.051403,灰区/证据不足,1.0,是
锈蚀钢筋,6,1,4.6704,0.871267,1.306901,5.360468,5.338279,5.380063,0.007795,支持曾遭雷击,1.0,否
锈蚀钢筋,6,2,4.0966,0.792209,1.188313,5.171113,5.150131,5.189831,0.007677,支持曾遭雷击,1.0,否
锈蚀钢筋,6,3,3.5933,0.719798,1.079698,4.992092,4.972191,5.009946,0.007563,支持曾遭雷击,1.0,否
锈蚀钢筋,6,4,3.3656,0.664218,0.996327,5.067009,5.048561,5.083407,0.006877,支持曾遭雷击,1.0,否
锈蚀钢筋,6,5,3.1429,0.609734,0.914601,5.154546,5.137603,5.169666,0.00622,支持曾遭雷击,1.0,否
锈蚀钢筋,6,6,2.9416,0.568723,0.853085,5.172288,5.158845,5.183892,0.004843,支持曾遭雷击,1.0,否
锈蚀钢筋,6,7,2.7542,0.526863,0.790295,5.227544,5.216495,5.236893,0.003902,支持曾遭雷击,1.0,否
锈蚀钢筋,6,8,2.585,0.495041,0.742562,5.221785,5.213462,5.228481,0.002876,支持曾遭雷击,1.0,否
锈蚀钢筋,6,9,2.4126,0.455572,0.683358,5.295757,5.289792,5.300855,0.002089,支持曾遭雷击,1.0,否
锈蚀钢筋,6,10,2.2467,0.412522,0.618783,5.446253,5.441405,5.450181,0.001611,支持曾遭雷击,1.0,否
锈蚀钢筋,6,11,2.0883,0.369876,0.554814,5.645948,5.640289,5.65102,0.001901,支持曾遭雷击,1.0,否
锈蚀钢筋,6,12,1.9454,0.334058,0.501087,5.823538,5.817212,5.829498,0.00211,支持曾遭雷击,1.0,否
锈蚀钢筋,6,13,1.8294,0.323541,0.485312,5.6543,5.649612,5.659148,0.001686,支持曾遭雷击,1.0,否
锈蚀钢筋,6,14,1.7116,0.301859,0.452788,5.670201,5.661907,5.678975,0.00301,支持曾遭雷击,1.0,否
锈蚀钢筋,6,15,1.5966,0.278082,0.417123,5.741478,5.730558,5.752247,0.003777,支持曾遭雷击,1.0,否
锈蚀钢筋,6,22,0.7859,0.153955,0.230932,5.104746,5.083823,5.128107,0.008675,支持曾遭雷击,1.0,否
锈蚀钢筋,6,30,0.3777,0.071664,0.107495,5.270456,5.247644,5.296402,0.009251,支持曾遭雷击,1.0,否
锈蚀钢筋,6,37,0.2204,0.04147,0.062205,5.314659,5.273855,5.361363,0.016466,灰区/证据不足,1.0,是
锈蚀钢筋,6,44,0.1204,0.021819,0.032728,5.518131,5.470346,5.574184,0.018818,灰区/证据不足,1.0,是
锈蚀钢筋,6,51,0.0651,0.01069,0.016036,6.08957,6.037034,6.156355,0.019594,灰区/证据不足,1.0,是
锈蚀钢筋,6,58,0.0242,0.004799,0.007198,5.043124,4.994392,5.103471,0.021629,灰区/证据不足,1.0,是
锈蚀钢筋,6,90,0.0008,0.000151,0.000227,5.297357,5.163618,5.435919,0.051403,灰区/证据不足,1.0,是
锈蚀钢筋,7,1,2.2293,0.871267,1.306901,2.558687,2.548095,2.56804,0.007795,支持曾遭雷击,1.0,否
锈蚀钢筋,7,2,1.9555,0.792209,1.188313,2.468416,2.4584,2.477351,0.007677,支持曾遭雷击,1.0,否
锈蚀钢筋,7,3,1.7152,0.719798,1.079698,2.382889,2.37339,2.391412,0.007563,支持曾遭雷击,1.0,否
锈蚀钢筋,7,4,1.6065,0.664218,0.996327,2.418633,2.409827,2.42646,0.006877,支持曾遭雷击,1.0,否
锈蚀钢筋,7,5,1.5002,0.609734,0.914601,2.460418,2.452331,2.467636,0.00622,支持曾遭雷击,1.0,否
锈蚀钢筋,7,6,1.4041,0.568723,0.853085,2.468864,2.462447,2.474403,0.004843,支持曾遭雷击,1.0,否
锈蚀钢筋,7,7,1.3147,0.526863,0.790295,2.495335,2.490061,2.499798,0.003902,支持曾遭雷击,1.0,否
锈蚀钢筋,7,8,1.2339,0.495041,0.742562,2.492519,2.488546,2.495715,0.002876,支持曾遭雷击,1.0,否
锈蚀钢筋,7,9,1.1516,0.455572,0.683358,2.52781,2.524963,2.530243,0.002089,支持曾遭雷击,1.0,否
锈蚀钢筋,7,10,1.0724,0.412522,0.618783,2.599618,2.597304,2.601493,0.001611,支持曾遭雷击,1.0,否
锈蚀钢筋,7,11,0.9968,0.369876,0.554814,2.694958,2.692257,2.697379,0.001901,支持曾遭雷击,1.0,否
锈蚀钢筋,7,12,0.9286,0.334058,0.501087,2.779756,2.776737,2.782601,0.00211,支持曾遭雷击,1.0,否
锈蚀钢筋,7,13,0.8733,0.323541,0.485312,2.699191,2.696953,2.701505,0.001686,支持曾遭雷击,1.0,否
锈蚀钢筋,7,14,0.817,0.301859,0.452788,2.706564,2.702605,2.710752,0.00301,支持曾遭雷击,1.0,否
锈蚀钢筋,7,15,0.7621,0.278082,0.417123,2.740562,2.735349,2.745702,0.003777,支持曾遭雷击,1.0,否
锈蚀钢筋,7,22,0.3751,0.153955,0.230932,2.43643,2.426443,2.44758,0.008675,支持曾遭雷击,1.0,否
锈蚀钢筋,7,30,0.1803,0.071664,0.107495,2.515921,2.505031,2.528306,0.009251,支持曾遭雷击,1.0,否
锈蚀钢筋,7,37,0.1052,0.04147,0.062205,2.536761,2.517285,2.559054,0.016466,灰区/证据不足,1.0,是
锈蚀钢筋,7,44,0.0575,0.021819,0.032728,2.63532,2.612499,2.66209,0.018818,灰区/证据不足,1.0,是
锈蚀钢筋,7,51,0.0311,0.01069,0.016036,2.90915,2.884051,2.941054,0.019594,灰区/证据不足,1.0,是
锈蚀钢筋,7,58,0.0115,0.004799,0.007198,2.396526,2.373368,2.425203,0.021629,灰区/证据不足,1.0,是
锈蚀钢筋,7,90,0.0004,0.000151,0.000227,2.648679,2.581809,2.717959,0.051403,灰区/证据不足,1.0,是
锈蚀钢筋,8,1,2.5442,0.871267,1.306901,2.920114,2.908027,2.930789,0.007795,支持曾遭雷击,1.0,否
锈蚀钢筋,8,2,2.2316,0.792209,1.188313,2.816935,2.805505,2.827132,0.007677,支持曾遭雷击,1.0,否
锈蚀钢筋,8,3,1.9575,0.719798,1.079698,2.719511,2.70867,2.729237,0.007563,支持曾遭雷击,1.0,否
锈蚀钢筋,8,4,1.8334,0.664218,0.996327,2.760237,2.750188,2.76917,0.006877,支持曾遭雷击,1.0,否
锈蚀钢筋,8,5,1.7121,0.609734,0.914601,2.807947,2.798718,2.816184,0.00622,支持曾遭雷击,1.0,否
锈蚀钢筋,8,6,1.6025,0.568723,0.853085,2.817715,2.810392,2.824037,0.004843,支持曾遭雷击,1.0,否
锈蚀钢筋,8,7,1.5004,0.526863,0.790295,2.847799,2.841779,2.852892,0.003902,支持曾遭雷击,1.0,否
锈蚀钢筋,8,8,1.4082,0.495041,0.742562,2.84461,2.840076,2.848258,0.002876,支持曾遭雷击,1.0,否
锈蚀钢筋,8,9,1.3143,0.455572,0.683358,2.884943,2.881694,2.88772,0.002089,支持曾遭雷击,1.0,否
锈蚀钢筋,8,10,1.2239,0.412522,0.618783,2.966871,2.96423,2.969011,0.001611,支持曾遭雷击,1.0,否
锈蚀钢筋,8,11,1.1376,0.369876,0.554814,3.075626,3.072544,3.078389,0.001901,支持曾遭雷击,1.0,否
锈蚀钢筋,8,12,1.0597,0.334058,0.501087,3.172203,3.168757,3.175449,0.00211,支持曾遭雷击,1.0,否
锈蚀钢筋,8,13,0.9966,0.323541,0.485312,3.080286,3.077732,3.082927,0.001686,支持曾遭雷击,1.0,否
锈蚀钢筋,8,14,0.9324,0.301859,0.452788,3.088862,3.084344,3.093641,0.00301,支持曾遭雷击,1.0,否
锈蚀钢筋,8,15,0.8697,0.278082,0.417123,3.127498,3.12155,3.133364,0.003777,支持曾遭雷击,1.0,否
锈蚀钢筋,8,22,0.4281,0.153955,0.230932,2.780687,2.769289,2.793412,0.008675,支持曾遭雷击,1.0,否
锈蚀钢筋,8,30,0.2058,0.071664,0.107495,2.87175,2.85932,2.885887,0.009251,支持曾遭雷击,1.0,否
锈蚀钢筋,8,37,0.1201,0.04147,0.062205,2.896055,2.87382,2.921505,0.016466,灰区/证据不足,1.0,是
锈蚀钢筋,8,44,0.0656,0.021819,0.032728,3.006556,2.980521,3.037097,0.018818,灰区/证据不足,1.0,是
锈蚀钢筋,8,51,0.0354,0.01069,0.016036,3.311379,3.282811,3.347695,0.019594,灰区/证据不足,1.0,是
锈蚀钢筋,8,58,0.0132,0.004799,0.007198,2.750795,2.724214,2.783712,0.021629,灰区/证据不足,1.0,是
锈蚀钢筋,8,90,0.0004,0.000151,0.000227,2.648679,2.581809,2.717959,0.051403,灰区/证据不足,1.0,是
锈蚀钢筋,9,1,2.1026,0.871267,1.306901,2.413266,2.403277,2.422088,0.007795,支持曾遭雷击,1.0,否
锈蚀钢筋,9,2,1.8443,0.792209,1.188313,2.328049,2.318602,2.336476,0.007677,支持曾遭雷击,1.0,否
锈蚀钢筋,9,3,1.6177,0.719798,1.079698,2.247435,2.238475,2.255473,0.007563,支持曾遭雷击,1.0,否
锈蚀钢筋,9,4,1.5152,0.664218,0.996327,2.281178,2.272872,2.28856,0.006877,支持曾遭雷击,1.0,否
锈蚀钢筋,9,5,1.415,0.609734,0.914601,2.320685,2.313057,2.327493,0.00622,支持曾遭雷击,1.0,否
锈蚀钢筋,9,6,1.3243,0.568723,0.853085,2.328549,2.322497,2.333774,0.004843,支持曾遭雷击,1.0,否
锈蚀钢筋,9,7,1.24,0.526863,0.790295,2.353553,2.348578,2.357762,0.003902,支持曾遭雷击,1.0,否
锈蚀钢筋,9,8,1.1638,0.495041,0.742562,2.350914,2.347167,2.353929,0.002876,支持曾遭雷击,1.0,否
锈蚀钢筋,9,9,1.0862,0.455572,0.683358,2.384254,2.381569,2.386549,0.002089,支持曾遭雷击,1.0,否
锈蚀钢筋,9,10,1.0115,0.412522,0.618783,2.451989,2.449807,2.453758,0.001611,支持曾遭雷击,1.0,否
锈蚀钢筋,9,11,0.9401,0.369876,0.554814,2.541663,2.539116,2.543947,0.001901,支持曾遭雷击,1.0,否
锈蚀钢筋,9,12,0.8758,0.334058,0.501087,2.6217,2.618852,2.624383,0.00211,支持曾遭雷击,1.0,否
锈蚀钢筋,9,13,0.8236,0.323541,0.485312,2.545579,2.543468,2.547761,0.001686,支持曾遭雷击,1.0,否
锈蚀钢筋,9,14,0.7706,0.301859,0.452788,2.552849,2.549115,2.5568,0.00301,支持曾遭雷击,1.0,否
锈蚀钢筋,9,15,0.7188,0.278082,0.417123,2.584852,2.579936,2.5897,0.003777,支持曾遭雷击,1.0,否
锈蚀钢筋,9,22,0.3538,0.153955,0.230932,2.298078,2.288658,2.308594,0.008675,支持曾遭雷击,1.0,否
锈蚀钢筋,9,30,0.1701,0.071664,0.107495,2.373589,2.363315,2.385274,0.009251,支持曾遭雷击,1.0,否
锈蚀钢筋,9,37,0.0992,0.04147,0.062205,2.392079,2.373713,2.4131,0.016466,灰区/证据不足,1.0,是
锈蚀钢筋,9,44,0.0542,0.021819,0.032728,2.484076,2.462564,2.509309,0.018818,灰区/证据不足,1.0,是
锈蚀钢筋,9,51,0.0293,0.01069,0.016036,2.740774,2.717129,2.770833,0.019594,灰区/证据不足,1.0,是
锈蚀钢筋,9,58,0.0109,0.004799,0.007198,2.27149,2.24954,2.298671,0.021629,灰区/证据不足,1.0,是
锈蚀钢筋,9,90,0.0003,0.000151,0.000227,1.986509,1.936357,2.038469,0.051403,灰区/证据不足,1.0,是
锈蚀钢筋,10,1,2.9231,0.871267,1.306901,3.354998,3.34111,3.367262,0.007795,支持曾遭雷击,1.0,否
锈蚀钢筋,10,2,2.564,0.792209,1.188313,3.236521,3.223389,3.248237,0.007677,支持曾遭雷击,1.0,否
锈蚀钢筋,10,3,2.249,0.719798,1.079698,3.124486,3.11203,3.13566,0.007563,支持曾遭雷击,1.0,否
锈蚀钢筋,10,4,2.1064,0.664218,0.996327,3.171247,3.159701,3.181509,0.006877,支持曾遭雷击,1.0,否
锈蚀钢筋,10,5,1.9671,0.609734,0.914601,3.226163,3.215558,3.235626,0.00622,支持曾遭雷击,1.0,否
锈蚀钢筋,10,6,1.8411,0.568723,0.853085,3.237251,3.228838,3.244514,0.004843,支持曾遭雷击,1.0,否
锈蚀钢筋,10,7,1.7238,0.526863,0.790295,3.271818,3.264902,3.277669,0.003902,支持曾遭雷击,1.0,否
锈蚀钢筋,10,8,1.6179,0.495041,0.742562,3.268211,3.263002,3.272402,0.002876,支持曾遭雷击,1.0,否
锈蚀钢筋,10,9,1.51,0.455572,0.683358,3.314513,3.310779,3.317703,0.002089,支持曾遭雷击,1.0,否
锈蚀钢筋,10,10,1.4061,0.412522,0.618783,3.408544,3.40551,3.411003,0.001611,支持曾遭雷击,1.0,否
锈蚀钢筋,10,11,1.307,0.369876,0.554814,3.533618,3.530076,3.536792,0.001901,支持曾遭雷击,1.0,否
锈蚀钢筋,10,12,1.2175,0.334058,0.501087,3.644576,3.640617,3.648306,0.00211,支持曾遭雷击,1.0,否
锈蚀钢筋,10,13,1.145,0.323541,0.485312,3.53896,3.536026,3.541994,0.001686,支持曾遭雷击,1.0,否
锈蚀钢筋,10,14,1.0713,0.301859,0.452788,3.549011,3.543819,3.554502,0.00301,支持曾遭雷击,1.0,否
锈蚀钢筋,10,15,0.9993,0.278082,0.417123,3.593548,3.586714,3.600288,0.003777,支持曾遭雷击,1.0,否
锈蚀钢筋,10,22,0.4919,0.153955,0.230932,3.195094,3.181998,3.209716,0.008675,支持曾遭雷击,1.0,否
锈蚀钢筋,10,30,0.2364,0.071664,0.107495,3.298744,3.284467,3.314984,0.009251,支持曾遭雷击,1.0,否
锈蚀钢筋,10,37,0.138,0.04147,0.062205,3.32769,3.302141,3.356933,0.016466,灰区/证据不足,1.0,是
锈蚀钢筋,10,44,0.0753,0.021819,0.032728,3.451124,3.421238,3.48618,0.018818,灰区/证据不足,1.0,是
锈蚀钢筋,10,51,0.0407,0.01069,0.016036,3.807151,3.774305,3.848904,0.019594,灰区/证据不足,1.0,是
锈蚀钢筋,10,58,0.0151,0.004799,0.007198,3.146743,3.116335,3.184397,0.021629,灰区/证据不足,1.0,是
锈蚀钢筋,10,90,0.0005,0.000151,0.000227,3.310848,3.227261,3.397449,0.051403,灰区/证据不足,1.0,是
